Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
EmrHI;United Arab Emirates;Al Ain - Urban/ Residential -Al Ain School;138;2011;52;;1 station: urban/residential;Calcuated annual mean;Environmental Statistics 2011, SCAD;;;FALSE;TRUE;2011;2014
EmrHI;United Arab Emirates;Al Gharbia - Biya Zayed;171;2011;64;;1 station: no information given;Calcuated annual mean;Environmental Statistics 2011, SCAD;;;FALSE;TRUE;2011;2014
Eur;Belarus;Gomel;19;2008;13;;1 urban station;93;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2008;2014
Eur;Belarus;Minsk ;26;2008;17;;1 urban station;96;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2008;2014
Eur;Belarus;Mogilev;20;2008;13;;1 urban station;99;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2008;2014
Eur;Belarus;Zhlobin;26;2008;17;;1 urban station;100;European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.;;;FALSE;TRUE;2008;2014
Eur;Bosnia and Herzegovina;Sarajevo;48;2010;33;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
Eur;Bulgaria;Blagoevgrad;49;2011;33;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Burgas;36;2011;24;;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Dobrich;59;2011;39;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Haskovo;53;2011;35;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Pernik;74;2011;52;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Pleven;52;2011;35;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Plovdiv;64;2011;42;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Ruse;45;2011;30;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Shumen;47;2011;32;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Bulgaria;Sofia;65;2011;45;2011;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Stara Zagora;42;2011;21;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Veliko Tarnovo;50;2011;33;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Bulgaria;Vratsa;39;2011;26;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Hungary;Budapest;33;2011;27;2011;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Hungary;Debrecen;33;2011;26;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Hungary;Gyõr;34;2011;23;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Alba Iulia;26;2011;18;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Romania;Arad;;;22;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Bacau;;;13;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Baia Mare;33;2009;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2009;2014
Eur;Romania;Botosani;;;18;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Bucuresti;40;2011;24;2010;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Galati;18;2008;12;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2008;2014
Eur;Romania;Iasi;42;2008;23;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2008;2014
Eur;Romania;Pitesti;;;20;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Ploiesti;;;21;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Satu Mare;;;25;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Suceava;;;21;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Târgu Mures;;;25;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Romania;Timisoara;;;13;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
Eur;Serbia;Beograd;51;2011;34;;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Eur;Serbia;Nis;67;2011;45;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
