Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Amr LMI;COL;Colombia;Sabaneta;43;19;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;1 station, urban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Santa Marta;36;16;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;4 stations, Urban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Valledupar;36;16;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;2 stations, urban background;2016;FALSE;TRUE
Amr LMI;CRI;Costa Rica;Alajuela;28;20;2013;;;VII Plan Nacional de Energía 2015-2030;;;measured data;converted from PM10;1 station, Urban;2016;FALSE;TRUE
Amr LMI;CRI;Costa Rica;Belén;31;30;2013;1 station, unspecified;;VII Plan Nacional de Energía 2015-2030;;;measured data;measured data;1 station, unspecified;2016;FALSE;FALSE
Amr LMI;CRI;Costa Rica;Cartago;27;19;2013;;;VII Plan Nacional de Energía 2015-2030;;;measured data;converted from PM10;1 station, Urban;2016;FALSE;TRUE
Amr LMI;CRI;Costa Rica;Heredia;47;29;2013;1 station, Urban;;VII Plan Nacional de Energía 2015-2030;;;measured data;measured data;1 station, Urban;2016;FALSE;FALSE
Amr LMI;CRI;Costa Rica;Moravia;20;14;2013;1 station, NA;;VII Plan Nacional de Energía 2015-2030;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Amr LMI;CRI;Costa Rica;San José;27;24;2013;2 stations, Urban;;VII Plan Nacional de Energía 2015-2030;;;measured data;measured data;2 stations, Urban;2016;FALSE;FALSE
Amr LMI;CRI;Costa Rica;Santa Ana;23;16;2013;;;VII Plan Nacional de Energía 2015-2030;;;measured data;converted from PM10;1 station, Urban;2016;FALSE;TRUE
Eur HI;HRV;Croatia;KUTINA;32;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;HRV;Croatia;OSIJEK;33;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;HRV;Croatia;RIJEKA;18;11;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;HRV;Croatia;SISAK;37;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;HRV;Croatia;ZAGREB;36;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, traffic, urban;2016;FALSE;TRUE
Eur HI;CYP;Cyprus;AYIA MARINA;26;13;2013;1 station, background, ruralregional;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, ruralregional;2016;FALSE;FALSE
Eur HI;CYP;Cyprus;LARNAKA;36;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;CYP;Cyprus;LIMASSOL;37;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CYP;Cyprus;NICOSIA;47;17;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;CYP;Cyprus;PAFOS;36;16;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;CZE;Czech Republic;BEROUN;27;13;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;BRANDYS;25;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;BRNO;25;20;2013;2 stations, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background, suburban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;CESKA LIPA;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;CESKE BUDEJOVICE;23;18;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;CESKY TESIN;45;33;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;CHEB;19;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;CHOMUTOV;25;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;DECIN;30;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;FRYDEK-MISTEK;38;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;HAVIROV;45;33;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;HRADEC KRALOVE;26;21;2013;2 stations, background urban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background urban, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;JABLONEC;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;Jicín;22;18;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;JIHLAVA;20;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;KARLOVY VARY;25;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;KARVINA;43;32;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;KLADNO;30;12;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;KUTNA HORA;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;LIBEREC;25;22;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;LITOMERICE;27;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;MLADA BOLESLAV;26;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;MOST;31;22;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;OLOMOUC-HEJCIN;33;25;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;CZE;Czech Republic;OPAVA;33;24;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;ORLOVA;44;33;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;OSTRAVA;41;32;2013;3 stations, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;5 stations, background urban/suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;PARDUBICE;28;22;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;PLZEN;25;21;2013;5 stations, background urban/suburban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;6 stations, background urban/suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;PRAGUE;27;19;2013;5 stations, background urban/suburban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;14 stations, background urban/suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;PREROV;31;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;PRIBRAM;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;PROSTEJOV;31;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;RYCHNOV N. KNEZNOU;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;SOKOLOV;18;13;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;STANKOV;27;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;TABOR;30;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;TANVALD;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;TEPLICE;26;19;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;TREBIC;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;TRINEC;35;31;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;TRUTNOV;22;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;UHERSKE HRADISTE;32;24;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;USTI NAD LABEM;27;18;2013;1 station, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background urban, traffic, urban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;VODNANY;27;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;VSETIN;28;21;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;VYSKOV;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;CZE;Czech Republic;ZLIN;28;22;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;CZE;Czech Republic;ZNOJMO;23;20;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, suburban;2016;FALSE;FALSE
Eur HI;DNK;Denmark;AALBORG;24;11;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;DNK;Denmark;ARHUS;21;11;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;DNK;Denmark;COPENHAGEN;27;11;2013;2 stations, background urban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;DNK;Denmark;KELDSNOR;16;7;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, ruralregional;2016;FALSE;TRUE
Eur HI;DNK;Denmark;ODENSE;22;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Ambato;20;9;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Cuenca;32;9;2013;1 station, urban;;Informe de la calidad del aire de Cuenca, 2013;;;measured data;measured data;3 stations, urban;2016;FALSE;FALSE
Amr LMI;ECU;Ecuador;Ibarra;18;9;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Latacunga;28;14;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Manta;28;13;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Milagro;66;32;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Portoviejo;25;12;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Amr LMI;ECU;Ecuador;Quito;36;18;2013;5 stations, mostly urban;;Instituto Nacional de Estadistica y Censos;;;measured data;measured data;8 stations, mostly urban;2016;FALSE;FALSE
Amr LMI;ECU;Ecuador;Santo Domingo;69;33;2012;;;Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;measured data;converted from PM10;1 station, unspecified;2016;FALSE;TRUE
Emr LMI;EGY;Egypt;Delta region;167;71;2013;;;Annual report on air quality in Egypt 2012/2013;;;measured data;converted from PM10;14 stations;2016;FALSE;TRUE
Emr LMI;EGY;Egypt;Greater Cairo;179;76;2013;;;Annual report on air quality in Egypt 2012/2013;;;measured data;converted from PM10;47 stations;2016;FALSE;TRUE
Amr LMI;SLV;El Salvador;San Salvador;77;42;2014;2 stations, urban;;Informe Annual Monitoreo de la Calidad del Aire en el Area Metropolitana de San Salvador 2014, Ministerio de Medio Ambiente y Recurso Naturales;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;EST;Estonia;KOHTLA-JARVE;17;6;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
